INCIDENT_NUMBER,Lat,Long,my_colours
I172013332,42.3213001,-71.08567786,blue
I172107687,42.33919306,-71.0698424,pink
I172032370,42.30030261,-71.05563936,purple
I172076781,42.310033,-71.060115,purple
I172090084,42.2789366,-71.05417188,purple
I172062852,42.28575222,-71.06430857,purple
I172028425,42.30358612,-71.06437082,purple
I172083037,42.34089503,-71.08566114,pink
I172035423,42.28582356,-71.09104328,orange
I172081119,42.31468849,-71.09843548,red
I172094855,42.32111259,-71.06134031,green
I172070861,42.36440148,-71.05776099,yellow
I172102292,42.31341947,-71.07226316,blue
I172015497,42.31614182,-71.09833064,red
I172066529,42.30859269,-71.06570888,purple
I172058589,42.31082693,-71.08156786,blue
I172078175,42.27245762,-71.06943858,purple
I172095320,42.34841718,-71.06240393,yellow
I172044594,42.31275031,-71.09388736,blue
I172017432,42.34862382,-71.08277637,pink
I172082137,42.3575462,-71.05881953,yellow
I172058791,42.32239429,-71.05176352,green
I172106609,42.30252186,-71.05202639,purple
I172009434,42.36394509,-71.05942841,yellow
I172019296,42.36348718,-71.05141487,yellow
I172024278,42.33167475,-71.09640092,blue
I172087949,42.28694164,-71.07901655,orange
I172037398,42.32856401,-71.06835343,green
I172022016,42.32696647,-71.06198607,green
I172098568,42.30358612,-71.06437082,purple
I172096952,42.29717969,-71.07667594,orange
I172104240,42.31007897,-71.07228855,purple
I172077997,42.29057504,-71.07165726,purple
I172077259,42.34994966,-71.09287056,pink
I172022600,42.2957638,-71.08756002,orange
I172019109,42.34771287,-71.07374933,pink
I172082153,42.33664223,-71.10876358,blue
I172068025,42.33569966,-71.03128458,green
I172009383,42.32407281,-71.11352472,red
I172077180,42.33398889,-71.03260574,green
I172008113,42.33416161,-71.07989104,pink
I172096733,42.33727582,-71.04330494,green
I172060803,42.3005201,-71.06490653,purple
I172044778,42.3049039,-71.07414043,purple
I172011484,42.34717363,-71.0964439,pink
I172045032,42.28230071,-71.0862015,orange
I172094339,42.35070525,-71.06185179,yellow
I172066527,42.32094361,-71.07761042,blue
I172050664,42.32593682,-71.05885279,green
I172040909,42.27990988,-71.06593996,purple
I172067055,42.28431486,-71.07410838,orange
I172058385,42.31599236,-71.05962252,purple
I172033739,42.2820115,-71.05891534,purple
I172017077,42.32348052,-71.08601678,blue
I172103620,42.30600379,-71.06178187,purple
I172002646,42.2783992,-71.06636305,purple
I172019919,42.31768581,-71.06656219,blue
I172099306,42.31079273,-71.06769189,purple
I172049171,42.28741838,-71.0619078,purple
I172036768,42.32127341,-71.08287531,blue
I172020484,42.34175462,-71.0685477,pink
I172093778,42.33677663,-71.07464452,pink
I172045100,42.30027,-71.10466,blue
I172012976,42.35020971,-71.05999187,yellow
I172025042,42.31987076,-71.07096263,blue
I172023831,42.33497341,-71.07142863,pink
I172100128,42.31538436,-71.09870021,red
I172045782,42.35074197,-71.06006135,yellow
I172098949,42.32507051,-71.07195377,blue
I172005011,42.35907171,-71.05973044,yellow
I172057551,42.31020272,-71.0516847,purple
I172091457,42.28341302,-71.09857926,orange
I172043605,42.3375009,-71.09583094,blue
I172043481,42.33431859,-71.0962111,blue
I172080016,42.31501293,-71.0975669,red
I172034808,42.30345537,-71.08340924,orange
I172011008,42.34221544,-71.08577075,pink
I172016075,42.33577842,-71.09438572,blue
I172076125,42.32410835,-71.05683746,green
I172048945,42.32026821,-71.08150494,blue
I172022723,42.27759869,-71.09136804,orange
I172006056,42.29821908,-71.05704798,purple
I172101455,42.29752097,-71.08502291,orange
I172015056,42.32947458,-71.10442024,blue
I172087728,42.32541109,-71.09141411,blue
I172099217,42.34642641,-71.10611411,pink
I172103322,42.33792266,-71.09526598,pink
I172105875,42.34439568,-71.08632016,pink
I172079717,42.33635622,-71.05235193,green
I172036445,42.36165196,-71.05630529,yellow
I172085793,42.33296171,-71.1104193,blue
I172025666,42.29709649,-71.05734054,purple
I172065110,42.29098335,-71.08912013,orange
I172012946,42.34648799,-71.08734309,pink
I172078000,42.33705178,-71.08376738,pink
I172019717,42.32971683,-71.05696834,green
I172011516,42.31700992,-71.076647,blue
I172039925,42.31636873,-71.09396544,blue
I172023808,42.28127579,-71.07095907,purple
I172028550,42.28799812,-71.07788107,orange
I172029372,42.33199016,-71.0533028,green
I172076978,42.34182396,-71.05550337,green
I172069245,42.28911797,-71.08920499,orange
I172079230,42.29546039,-71.11649504,red
I172003249,42.28197224,-71.08912459,orange
I172008131,42.35311458,-71.04842121,green
I172090046,42.32613742,-71.07531938,blue
I172025847,42.3350667,-71.05388239,green
I172075563,42.34569518,-71.08695736,pink
I172104352,42.32227567,-71.10150838,red
I172104449,42.32925905,-71.08482402,blue
I172092754,42.27791465,-71.09452937,orange
I172098045,42.2991807,-71.06429139,purple
I172023703,42.27861386,-71.07007277,orange
I172048051,42.2979357,-71.05685591,purple
I172087464,42.30867785,-71.0829592,blue
I172029844,42.30465964,-71.0580552,purple
I172076132,42.28840766,-71.05860624,purple
I172036071,42.334165,-71.03533745,green
I172080919,42.32906152,-71.05375629,green
I172031385,42.31370929,-71.05824482,purple
I172035435,42.32164251,-71.07609259,blue
I172006240,42.34182396,-71.05550337,green
I172054081,42.29328831,-71.06219497,purple
I172054777,42.34234193,-71.05633276,green
I172080333,42.29234068,-71.04803996,purple
I172068653,42.35193461,-71.06048592,yellow
I172057955,42.28482577,-71.09137369,orange
I172080683,42.35176179,-71.07452168,pink
I172048323,42.28966559,-71.07261255,orange
I172009820,42.30970016,-71.08582414,blue
I172044394,42.33296171,-71.1104193,blue
I172017446,42.35174282,-71.0627594,yellow
I172073572,42.30344978,-71.0715395,purple
I172033692,42.2840622,-71.08170839,orange
I172036257,42.35156644,-71.04835172,green
I172023240,42.3214866,-71.10473096,red
I172090781,42.31883493,-71.05596754,purple
I172061515,42.31088745,-71.08755648,blue
I172004376,42.32613742,-71.07531938,blue
I172075160,42.30209443,-71.06575183,purple
I172037284,42.35884809,-71.05792834,yellow
I172023812,42.3189886,-71.0983998,red
I172077788,42.32947458,-71.10442024,blue
I172045091,42.30671755,-71.05862903,purple
I172089619,42.31705299,-71.06521384,blue
I172080713,42.352366,-71.06833609,yellow
I172104146,42.32364847,-71.11094047,red
I172091567,42.32848705,-71.08152784,blue
I172012914,42.28277895,-71.07135525,purple
I172057365,42.2908759,-71.08274055,orange
I172036129,42.34158037,-71.09884555,pink
I172068707,42.31814671,-71.06075377,purple
I172085829,42.31748189,-71.06450704,blue
I172044355,42.33402461,-71.09039049,orange
I172076101,42.28079417,-71.07882205,orange
I172093098,42.33639391,-71.08773968,pink
I172004659,42.33048169,-71.0816673,pink
I172087345,42.30971857,-71.10429432,red
I172020378,42.32653564,-71.06665971,green
I172096280,42.28905291,-71.07389014,orange
I172032263,42.29755533,-71.0597091,purple
I172034075,42.34255919,-71.06270824,green
I172003288,42.30947615,-71.05800088,purple
I172060637,42.35020971,-71.05999187,yellow
I172039871,42.32462274,-71.07311246,blue
I172061674,42.32198656,-71.06280666,green
I172031455,42.30404525,-71.05704706,purple
I172104682,42.34994662,-71.05892052,yellow
I172087639,42.29207443,-71.06149929,purple
I172095206,42.31508518,-71.08508813,blue
I172003613,42.27193751,-71.0921354,orange
I172096349,42.34877575,-71.09606805,pink
I172060309,42.32322437,-71.05896841,green
I172034507,42.28248068,-71.06981187,purple
I172037515,42.32284788,-71.06904358,blue
I172031856,42.310434,-71.0613401,purple
I172047006,42.28437204,-71.05540859,purple
I172091396,42.31650496,-71.05803929,purple
I172025081,42.30116811,-71.07347571,purple
I172083277,42.30859269,-71.06570888,purple
I172101234,42.32779976,-71.06771009,green
I172086733,42.3040173,-71.08050743,orange
I172036941,42.30080999,-71.06705066,purple
I172016395,42.3043395,-71.08477887,blue
I172092061,42.33048316,-71.04409246,green
I172078609,42.32735998,-71.10337681,blue
I172086365,42.32047753,-71.07273673,blue
I172064516,42.32284485,-71.10384777,red
I172101055,42.30505376,-71.08403633,blue
I172060815,42.29593105,-71.05449339,purple
I172061892,42.32819458,-71.0793343,blue
I172105844,42.33219302,-71.04505385,green
I172002797,42.30438536,-71.07994459,orange
I172031044,42.33225457,-71.11160342,blue
I172033353,42.28482577,-71.09137369,orange
I172005459,42.28208198,-71.07364875,orange
I172085476,42.293926,-71.07191549,purple
I172066824,42.31026891,-71.08931055,blue
I172068312,42.32754043,-71.06598386,green
I172002890,42.27133005,-71.08299865,orange
I172024039,42.31853245,-71.05778998,purple
I172040780,42.33704419,-71.09749044,blue
I172024183,42.32231617,-71.05873107,green
I172006362,42.32446169,-71.05684445,green
I172010270,42.35892253,-71.05635419,yellow
I172066962,42.29572441,-71.08074521,orange
I172022449,42.33882945,-71.06600625,pink
I172075955,42.34079771,-71.05392145,green
I172107241,42.33152148,-71.07085307,green
I172031217,42.34451294,-71.08049717,pink
I172087985,42.32696647,-71.06198607,green
I172018830,42.30787128,-71.08456122,blue
I172048870,42.30249727,-71.05831705,purple
I172013044,42.35768014,-71.05587913,yellow
I172067449,42.32004542,-71.08408182,blue
I172075227,42.34529523,-71.09509486,pink
I172070216,42.33997488,-71.06446552,pink
I172006737,42.32147781,-71.07958202,blue
I172012526,42.29450457,-71.07767625,orange
I172090140,42.36809221,-71.05526102,yellow
I172043286,42.29993437,-71.11355693,red
I172075709,42.32462274,-71.07311246,blue
I172011351,42.29970367,-71.11370354,red
I172072624,42.35451931,-71.07588082,pink
I172027261,42.28236818,-71.08972869,orange
I172041569,42.3504955,-71.04289,green
I172076788,42.33076942,-71.07766482,blue
I172026517,42.343971,-71.077475,pink
I172023154,42.35066174,-71.06602232,yellow
I172063374,42.30691666,-71.10705122,red
I172040379,42.35067063,-71.07520557,pink
I172002944,42.32028134,-71.06700491,blue
I172076173,42.33121125,-71.05149265,green
I172036698,42.32123526,-71.05754905,green
I172101061,42.28202294,-71.07125917,purple
I172070935,42.3218854,-71.07906279,blue
I172087528,42.31943966,-71.09467467,blue
I172102681,42.35239667,-71.05665492,yellow
I172083150,42.32432974,-71.0961347,blue
I172018152,42.34102033,-71.07972113,pink
I172038537,42.35284599,-71.05791569,yellow
I172040679,42.349155,-71.09392109,pink
I172022126,42.33478044,-71.0950293,blue
I172010416,42.32350738,-71.10485922,red
I172070652,42.35020971,-71.05999187,yellow
I172107366,42.28933096,-71.08351742,orange
I172025573,42.32553801,-71.06579592,green
I172050959,42.29325616,-71.06724012,purple
I172058707,42.33325862,-71.1074813,blue
I172070215,42.33415397,-71.0536754,green
I172003789,42.32464613,-71.07165756,blue
I172021573,42.36183857,-71.05976489,green
I172027201,42.3496598,-71.05765455,yellow
I172062632,42.35945258,-71.07143722,yellow
I172016772,42.3543403,-71.06171274,yellow
I172089088,42.28374569,-71.09153583,orange
I172054872,42.301898,-71.114466,red
I172011565,42.31581453,-71.0623369,purple
I172035254,42.30538115,-71.08527061,blue
I172101667,42.29420769,-71.04975975,purple
I172079846,42.29572986,-71.05626008,purple
I172098420,42.30574716,-71.07779902,purple
I172011313,42.33154595,-71.03116255,green
I172049460,42.31598379,-71.07385464,blue
I172023545,42.35335717,-71.08017703,pink
I172025683,42.31424838,-71.07811402,blue
I172106397,42.29765063,-71.09178006,blue
I172026161,42.28684571,-71.0854503,orange
I172056816,42.28154388,-71.07350542,orange
I172097252,42.31659535,-71.10311898,red
I172012839,42.30821604,-71.07997835,blue
I172092042,42.33402461,-71.09039049,orange
I172105421,42.28248068,-71.06981187,purple
I172051024,42.31777605,-71.0619754,purple
I172013283,42.35218278,-71.0556788,yellow
I172006111,42.32809966,-71.06321676,blue
I172022626,42.2680362,-71.09484348,orange
I172026693,42.33331285,-71.07322932,pink
I172093115,42.30122,-71.11159,red
I172014552,42.31632131,-71.0892305,blue
I172024698,42.35285118,-71.06096412,yellow
I172031321,42.3613248,-71.05243553,yellow
I172023368,42.29019621,-71.07159012,purple
I172000011,42.35706352,-71.05308003,yellow
I172037381,42.35235362,-71.05815283,yellow
I172104327,42.31521179,-71.07850217,blue
I172081974,42.3198604,-71.0643412,blue
I172094198,42.31084304,-71.08156206,blue
I172048197,42.30859903,-71.10539197,red
I172089561,42.28918711,-71.06973172,purple
I172048750,42.31524252,-71.06602427,blue
I172054101,42.34439568,-71.08632016,pink
I172033255,42.30099983,-71.06737912,purple
I172045765,42.34274131,-71.05735681,green
I172087567,42.275877,-71.07390164,orange
I172007015,42.30600262,-71.0587872,purple
I172019263,42.28611951,-71.09573992,orange
I172103595,42.30748039,-71.10649768,red
I172054065,42.31089986,-71.08007661,blue
I172094328,42.36348718,-71.05141487,yellow
I172084548,42.34439033,-71.05311227,green
I172038480,42.32552765,-71.05984052,green
I172018523,42.30576686,-71.08097517,blue
I172043656,42.34762277,-71.07606735,pink
I172053768,42.27974294,-71.0661997,purple
I172000768,42.3411289,-71.07692951,pink
I172012955,42.3210249,-71.09845335,red
I172053594,42.28259367,-71.05572018,purple
I172104151,42.32683565,-71.05688439,green
I172067039,42.3352005,-71.03540812,green
I172015307,42.32269854,-71.06699941,blue
I172000661,42.31193743,-71.08342088,blue
I172102353,42.29479486,-71.04790629,purple
I172078518,42.29012122,-71.07080009,purple
I172016844,42.33695098,-71.09365754,pink
I172096111,42.30889362,-71.07410474,purple
I172068123,42.31974608,-71.1114998,red
I172044022,42.28985605,-71.08377547,orange
I172104629,42.31987755,-71.09371133,blue
I172027248,42.29734252,-71.05143752,purple
I172063947,42.29755533,-71.0597091,purple
I172079226,42.28007433,-71.09270232,orange
I172094675,42.31947427,-71.05675956,purple
I172030211,42.302313,-71.114449,red
I172094227,42.27647573,-71.09256906,orange
I172073369,42.31588482,-71.07822646,blue
I172044140,42.30010597,-71.0710271,purple
I172078988,42.33326215,-71.1070647,blue
I172071402,42.3436134,-71.10130276,pink
I172047407,42.31694189,-71.10394558,red
I172085966,42.33740281,-71.08221533,pink
I172048380,42.3169236,-71.06233014,purple
I172059130,42.3076593,-71.0584085,purple
I172070269,42.32720403,-71.05318949,green
I172030159,42.30701434,-71.05856157,purple
I172082515,42.33814528,-71.03549527,green
I172067760,42.34011469,-71.05339029,green
I172096056,42.33402461,-71.09039049,orange
I172034383,42.32853529,-71.08213874,blue
I172064855,42.33363925,-71.10589317,blue
I172031146,42.32853529,-71.08213874,blue
I172065703,42.30645148,-71.07730382,purple
I172025276,42.36520283,-71.05546906,yellow
I172011784,42.29322645,-71.11765636,red
I172100306,42.3088984,-71.0830519,blue
I172015024,42.33906064,-71.08069001,pink
I172008406,42.27179929,-71.07287043,orange
I172002339,42.336143,-71.099311,blue
I172008190,42.34491581,-71.06169938,pink
I172045380,42.33295909,-71.10132271,blue
I172056595,42.35988372,-71.06016189,yellow
I172096654,42.34815229,-71.08450821,pink
I172071596,42.29243585,-71.07950617,orange
I172043819,42.34186765,-71.07272215,pink
I172008540,42.34442266,-71.09833083,pink
I172091621,42.33236996,-71.03118465,green
I172106888,42.2868893,-71.09222991,orange
I172100533,42.28906502,-71.06703817,purple
I172039499,42.28654487,-71.0443323,purple
I172069946,42.35165879,-71.08315867,pink
I172012724,42.32832309,-71.09005616,blue
I172106333,42.33563345,-71.03542263,green
I172022529,42.3509006,-71.0606869,yellow
I172066210,42.34747759,-71.04467675,green
I172093576,42.34450403,-71.07217209,pink
I172107526,42.27133005,-71.08299865,orange
I172009476,42.32779976,-71.06771009,green
I172042469,42.32091419,-71.07546293,blue
I172009526,42.32360912,-71.07617183,blue
I172026125,42.29528206,-71.07957414,orange
I172087550,42.31122034,-71.06267698,purple
I172101628,42.29057318,-71.05301006,purple
I172012156,42.33200738,-71.10996541,blue
I172099223,42.29455098,-71.0549808,purple
I172093328,42.31514179,-71.06704709,blue
I172036647,42.28952852,-71.08851422,orange
I172073308,42.30855179,-71.08480199,blue
I172034970,42.30269797,-71.0660148,purple
I172026073,42.32949944,-71.05701312,green
I172077137,42.32890929,-71.05260009,green
I172094403,42.31587074,-71.05668311,purple
I172076481,42.29089749,-71.06156671,purple
I172037084,42.30938437,-71.08262277,blue
I172036892,42.35014802,-71.0698982,yellow
I172052670,42.28698023,-71.04538846,purple
I172011458,42.30461251,-71.07296566,purple
I172048097,42.29057504,-71.07165726,purple
I172020698,42.32703627,-71.08687838,blue
I172076570,42.31022576,-71.06905888,purple
I172049094,42.3053786,-71.06323044,purple
I172008745,42.27663372,-71.08527294,orange
I172036127,42.30849377,-71.08103441,blue
I172052658,42.30943548,-71.10456991,red
I172074972,42.28345871,-71.08505455,orange
I172020631,42.32142017,-71.05585773,green
I172101733,42.36511985,-71.05547692,yellow
I172009825,42.32561013,-71.10449956,red
I172017824,42.30252186,-71.05202639,purple
I172069317,42.30977065,-71.06699385,purple
I172023740,42.27529345,-71.07271267,orange
I172011834,42.34909822,-71.07929618,pink
I172061278,42.3496598,-71.05765455,yellow
I172058552,42.33421942,-71.07434616,pink
I172029068,42.28630097,-71.04373197,purple
I172047445,42.33849306,-71.0485035,green
I172059212,42.31130975,-71.0861002,blue
I172107570,42.30682138,-71.06030035,purple
I172020266,42.29518285,-71.07414136,orange
I172069270,42.28469164,-71.09621548,orange
I172081964,42.30545103,-71.08057209,blue
I172003761,42.29322645,-71.11765636,red
I172007559,42.2789366,-71.05417188,purple
I172014166,42.36077179,-71.0687235,yellow
I172009900,42.35415745,-71.05412606,yellow
I172030052,42.34911289,-71.08767768,pink
I172045173,42.33325862,-71.1074813,blue
I172059293,42.30021684,-71.0809794,orange
I172000239,42.352571,-71.055424,yellow
I172082577,42.33163881,-71.09610805,blue
I172081112,42.32863035,-71.08376536,blue
I172100373,42.33004105,-71.09146075,blue
I172053248,42.32393738,-71.11231362,red
I172019226,42.31582484,-71.05967845,purple
I172068088,42.28646063,-71.07268587,orange
I172038477,42.30358612,-71.06437082,purple
I172032923,42.31921209,-71.06615772,blue
I172096927,42.34402658,-71.06206392,pink
I172063493,42.29848866,-71.06313294,purple
I172061558,42.27071956,-71.10189851,orange
I172083823,42.31872544,-71.07567087,blue
I172089893,42.31127465,-71.11448366,red
I172048562,42.30838705,-71.10055413,red
I172038714,42.3030235,-71.0629247,purple
I172005163,42.31006809,-71.11805093,red
I172051243,42.30203902,-71.06009072,purple
I172052353,42.28643911,-71.07163064,orange
I172030479,42.35014802,-71.0698982,yellow
I172080389,42.30728941,-71.05849912,purple
I172042054,42.35145666,-71.06167557,yellow
I172076616,42.34557422,-71.0755061,pink
I172090434,42.34030433,-71.1099167,blue
I172086897,42.29430844,-71.06188628,purple
I172078963,42.30338809,-71.05696206,purple
I172090111,42.3173029,-71.05793388,purple
I172078949,42.29765063,-71.09178006,blue
I172086461,42.33324404,-71.02812795,green
I172008335,42.35393998,-71.07802992,pink
I172058072,42.31133882,-71.07024074,blue
I172093600,42.34878726,-71.09715759,pink
I172027168,42.30461251,-71.07296566,purple
I172033863,42.33425145,-71.04152445,green
I172041478,42.29642088,-71.08876313,orange
I172013604,42.36606269,-71.05651817,yellow
I172050809,42.30947016,-71.06664424,purple
I172007345,42.30397603,-71.10476982,red
I172039248,42.33518185,-71.04968527,green
I172016753,42.3305903,-71.03888028,green
I172072260,42.35812101,-71.06085258,yellow
I172009254,42.34867943,-71.0608949,yellow
I172107019,42.35370585,-71.05898587,yellow
I172023626,42.35174282,-71.0627594,yellow
I172016223,42.32483301,-71.10164757,red
I172063373,42.29798785,-71.06506647,purple
I172016664,42.27357721,-71.0677043,purple
I172072473,42.34280177,-71.1006951,pink
I172080187,42.29634574,-71.08181681,orange
I172079431,42.2875771,-71.05736757,purple
I172084197,42.33188849,-71.0352692,green
I172096566,42.32587659,-71.07024947,blue
I172082491,42.31363409,-71.06778025,purple
I172070109,42.34028574,-71.07145449,pink
I172096402,42.310653,-71.062453,purple
I172101121,42.31858817,-71.07778653,blue
I172051999,42.31296937,-71.05720983,purple
I172055045,42.31866508,-71.10560483,red
I172035105,42.34369126,-71.0910345,pink
I172036543,42.32573038,-71.07796428,blue
I172101708,42.3347185,-71.05495511,green
I172049442,42.34111504,-71.05632465,green
I172085465,42.30422988,-71.11466399,red
I172027933,42.27856608,-71.07487434,orange
I172067618,42.33124587,-71.05258148,green
I172024069,42.36122129,-71.06738479,yellow
I172058652,42.30703587,-71.08410227,blue
I172014143,42.31269827,-71.06459218,purple
I172023533,42.33444882,-71.0757421,pink
I172025717,42.32126855,-71.0669728,blue
I172021088,42.33476756,-71.03539362,green
I172065633,42.30269797,-71.0660148,purple
I172026719,42.36643546,-71.06135413,yellow
I172100954,42.27130225,-71.07442362,orange
I172039961,42.33539376,-71.05212586,green
I172021131,42.33557815,-71.03867318,green
I172047872,42.31017838,-71.07651047,blue
I172046676,42.29085881,-71.04906172,purple
I172000106,42.30132851,-71.07870873,orange
I172049278,42.32030801,-71.05765038,green
I172038438,42.27389673,-71.06761265,purple
I172063038,42.28986397,-71.06315894,purple
I172055572,42.27305614,-71.07374289,orange
I172090301,42.35407456,-71.05533533,yellow
I172025035,42.34395226,-71.08990705,pink
I172060777,42.36156104,-71.05758234,yellow
I172033185,42.31262432,-71.08991596,blue
I172083910,42.30648026,-71.06675783,purple
I172042316,42.31966035,-71.08946896,blue
I172082033,42.33506218,-71.09316781,blue
I172047548,42.33331285,-71.07322932,pink
I172107119,42.332531,-71.07213,green
I172011529,42.31731905,-71.06150882,yellow
I172002427,42.29512751,-71.07820832,orange
I172097685,42.32157928,-71.09846397,red
I172104766,42.29045129,-71.07395558,orange
I172048820,42.34446784,-71.04052593,green
I172079650,42.32030801,-71.05765038,purple
I172005538,42.31731905,-71.06150882,purple
I172075581,42.3075244,-71.08720471,blue
I172053354,42.30570822,-71.06015451,purple
I172049154,42.34968607,-71.08217945,pink
I172013864,42.30887462,-71.10247235,red
I172072454,42.36524662,-71.05416027,yellow
I172105190,42.30806355,-71.10254489,red
I172107498,42.27964029,-71.05445675,purple
I172040055,42.29598068,-71.0702667,purple
I172088024,42.36721823,-71.05676695,yellow
I172059774,42.34310073,-71.09958918,pink
I172090071,42.28256566,-71.09665634,orange
I172031063,42.29184437,-71.06619149,purple
I172086270,42.34877575,-71.09606805,pink
I172094492,42.32172072,-71.11131054,red
I172096130,42.29458464,-71.11537644,red
I172098648,42.35678442,-71.06670845,yellow
I172068273,42.29711149,-71.05614405,purple
I172019203,42.3332288,-71.02915454,green
I172070137,42.30316091,-71.08515552,orange
I172092848,42.34465705,-71.03564417,green
I172089416,42.31601099,-71.07533873,blue
I172065812,42.34316129,-71.0731346,pink
I172048341,42.27025296,-71.09828769,orange
I172026868,42.30918536,-71.0739675,blue
I172047507,42.35673399,-71.05781181,yellow
I172028799,42.31331114,-71.09231517,blue
I172098257,42.29293284,-71.05032319,purple
I172104521,42.30114533,-71.05991447,purple
I172085295,42.29896425,-71.08305246,orange
I172012838,42.29268711,-71.08038427,orange
I172081842,42.27205437,-71.08715407,orange
I172045245,42.29920158,-71.05853601,purple
I172078652,42.33083888,-71.04975281,green
I172043033,42.35157076,-71.07186599,pink
I172049055,42.3040173,-71.08050743,orange
I172000451,42.33739824,-71.07682106,pink
I172034077,42.31824316,-71.09838111,red
I172100838,42.32692484,-71.06919772,blue
I172027414,42.32491951,-71.05726305,green
I172074702,42.34017526,-71.06860354,pink
I172043380,42.32856401,-71.06835343,green
I172073205,42.32420149,-71.08881078,blue
I172057493,42.31908806,-71.10376116,red
I172090391,42.2809171,-71.06565421,purple
I172056096,42.33209622,-71.09860557,blue
I182001074,42.28353206,-71.05842191,purple
I172107114,42.27308641,-71.080129,orange
I172011098,42.28295116,-71.09377542,orange
I172103829,42.30014431,-71.06337934,purple
I172093145,42.26635864,-71.09549272,orange
I172100304,42.34341962,-71.083956,pink
I172027376,42.32491951,-71.05726305,green
I172075737,42.3169665,-71.08254058,blue
I172053492,42.29779501,-71.07384157,orange
I172039729,42.30645329,-71.08453413,blue
I172025608,42.336955,-71.07747,blue
I172027809,42.33082052,-71.09800691,blue
I172052307,42.36243437,-71.0639181,yellow
I172097065,42.30269797,-71.0660148,purple
I172067821,42.31323118,-71.07179278,blue
I172075408,42.30396336,-71.05924636,purple
I172046538,42.35059717,-71.07881031,pink
I172027155,42.3146396,-71.06833221,blue
I172093798,42.29633742,-71.08071527,orange
I172037341,42.33476756,-71.03539362,green
I172106109,42.28809592,-71.07884834,orange
I172003750,42.30859903,-71.10539197,red
I172035013,42.30466099,-71.08187569,blue
I172068213,42.28762054,-71.04135495,purple
I182002707,42.33856624,-71.0807442,pink
I172061950,42.36411384,-71.05557592,yellow
I172037675,42.32553801,-71.06579592,green
I172070168,42.3144796,-71.08364852,blue
I172072156,42.33569299,-71.08458897,pink
I172028652,42.320483,-71.061514,purple
I172027960,42.31127465,-71.11448366,red
I172098085,42.35120708,-71.05987799,yellow
I172022227,42.31278522,-71.07661055,blue
I172022042,42.32588656,-71.07818807,blue
I172026746,42.32359707,-71.10937145,red
I172005399,42.32420149,-71.08881078,blue
I172097823,42.30254239,-71.0595669,purple
I172010960,42.30449187,-71.07943072,purple
I172004756,42.3252158,-71.07492178,blue
I172050576,42.36068787,-71.05687293,yellow
I172004341,42.32206077,-71.05680459,green
I172050703,42.36548805,-71.0559585,yellow
I172012827,42.2983937,-71.07395875,orange
I172008217,42.30767844,-71.08050401,blue
I172077139,42.34585625,-71.08099529,pink
I172048633,42.32825498,-71.05779953,green
I172033756,42.32610989,-71.10461123,red
I172046572,42.35014256,-71.05973905,yellow
I172035266,42.31235468,-71.08515308,blue
I172091681,42.33870465,-71.04551504,green
I172103839,42.30559368,-71.05887861,purple
I172007815,42.30014431,-71.06337934,purple
I172053341,42.27379864,-71.0683903,purple
I172026993,42.32949944,-71.05701312,green
I172050998,42.34079771,-71.05392145,green
I172107212,42.33119415,-71.07481518,blue
I172090139,42.33930416,-71.05160423,green
I172091348,42.3347921,-71.03332133,green
I172050236,42.36118028,-71.06286446,yellow
I172094473,42.2834045,-71.07010617,purple
I172013261,42.3525717,-71.0749163,pink
I172095680,42.31951084,-71.11161394,red
I172010181,42.3238605,-71.07600196,blue
I172055932,42.30531648,-71.11756801,red
I172063564,42.28282878,-71.0918249,orange
I172009875,42.29490519,-71.05305825,purple
I172081854,42.32389718,-71.08382224,blue
I172001474,42.32560048,-71.05761264,green
I172016671,42.28600087,-71.06344648,purple
I172103589,42.35027686,-71.0602447,yellow
I172007054,42.28876736,-71.07289694,orange
I172062617,42.36068787,-71.05687293,yellow
I182000133,42.27473005,-71.06438937,purple
I172047362,42.30354148,-71.09922817,blue
I172102666,42.30826562,-71.06388804,purple
I172031074,42.29385719,-71.08324022,orange
I172055573,42.33394613,-71.03533076,green
I172084725,42.29828416,-71.07869447,orange
I172028166,42.36165196,-71.05630529,yellow
I172078202,42.31193277,-71.10381647,red
I172068226,42.30982594,-71.06364294,purple
I172040649,42.31426756,-71.09153899,blue
I172035552,42.31318402,-71.08359094,blue
I172072971,42.33210843,-71.07014395,green
I172106279,42.30956476,-71.07993098,blue
I172017476,42.34064001,-71.09107464,pink
I172036681,42.35044939,-71.06087148,yellow
I172068309,42.29848866,-71.06313294,purple
I172041744,42.32627607,-71.08324704,blue
I172083580,42.29963709,-71.05851176,purple
I172047887,42.31684532,-71.06556419,blue
I172047963,42.29472426,-71.057981,purple
I172019256,42.34617476,-71.0792592,pink
I172013620,42.31916141,-71.105923,red
I172063416,42.34355868,-71.08734146,pink
I172063330,42.28174231,-71.09241594,orange
I172031284,42.30645148,-71.07730382,purple
I172067871,42.29197155,-71.07174552,purple
I172014189,42.29380964,-71.07001148,purple
I172036084,42.3346586,-71.08469354,blue
I172014759,42.3032455,-71.11457779,red
I172035177,42.31115413,-71.08677174,blue
I172057531,42.34941613,-71.04996488,green
I172007783,42.3616006,-71.05296127,yellow
I172024566,42.30878855,-71.09055618,blue
I172105901,42.35299368,-71.04601294,green
I172040334,42.32424069,-71.07761917,blue
I172030493,42.3470248,-71.08516365,pink
